CX-10-1,CX-10-2,CX-10-3,CX-10-4,CX-11-1,CX-11-2,CX-11-3,CX-11-4,WT-10,BT-11,BT-12,WT-13,BT-30,WT-31,BT-32,WT-33,BT-34,WT-35,WT-40,BT-41,WT-42,BT-43,BT-60,WT-61,WT-62,BT-63,WT-64,BT-65,BT-66,WT-67,WT-20,BT-21,WT-22,BT-23,WT-24,BT-25,WT-26,BT-27,WT-28,BT-29,FM-20,FM-30,FM-40,FM-60,ST-10,ST-11,ST-12_SE,ST-13,ST-14_S,AT-01,AT-02,ST-12_N,ST-12_SW,ST-14_E,ST-14_W,ST-14_N,Desired_Power,Power_Input_Signal,Power_Output,FM-20(kg/hr),FM-30(kg/hr),FM-40(kg/hr),FM-60(kg/hr),Timestamp, CTAH_Frequency
19.3712864,19.3873977,19.4751553,19.5253717,19.3761279,19.3661767,19.4346921,19.2152683,19.4215139,19.4113267,19.3802012,19.3190691,19.370181,19.3936371,19.3812109,19.4423349,19.4307267,19.484501,19.0915109,19.1164034,19.4448594,19.4446225,19.601637,19.6044789,19.4633147,19.4673417,19.9852878,19.9348842,19.7355828,19.7059881,19.5009932,19.5324957,19.3789895,19.4109741,19.4506971,19.4047372,19.3509537,19.3488211,19.3647315,19.3571494,-0.0123582,-0.0045561,-0.0132065,-0.0040061,19.5487685,19.5089768,19.4075874,19.4500868,19.507872,19.2073931,20.2651925,19.4547315,19.5104911,19.4136035,19.4607333,19.4069698,0,0,0,0.0223846,0.0173795,0.0754032,0.0001908,340.2538614,0
19.383147,19.3848055,19.4762592,19.486445,19.3983185,19.4115859,19.4267059,19.2606045,19.4651173,19.4212911,19.3779005,19.3298008,19.3521316,19.3893305,19.4347068,19.4399187,19.4652663,19.5154838,19.1044214,19.1143782,19.4298061,19.4634454,19.6351912,19.5973015,19.4762705,19.4620574,19.9812352,19.9121353,19.7454963,19.6995654,19.4898828,19.5462556,19.4124182,19.4451112,19.4705523,19.4333599,19.34238,19.3615725,19.3509469,19.3604246,-0.0123571,-0.0045558,-0.0132061,-0.0040062,19.5553547,19.4928243,19.4158341,19.4368285,19.5069863,19.2215857,20.2497926,19.457055,19.5327639,19.3996334,19.4686124,19.415033,0,0,0,0.0223182,0.0173699,0.0753823,0.0001929,340.3538614,0
19.4053367,19.3340189,19.4718246,19.4523997,19.4043078,19.3457852,19.4590049,19.2751415,19.4377933,19.4373195,19.4028585,19.328223,19.3262633,19.3942653,19.4103524,19.3847648,19.4605758,19.4484942,19.0942373,19.1293232,19.4679564,19.4665351,19.614336,19.6046266,19.4956782,19.4843082,20.0132534,19.9223864,19.7659308,19.7046124,19.518337,19.5301799,19.3979963,19.3498988,19.4502991,19.3979423,19.383016,19.3247278,19.3734156,19.3812343,-0.0123572,-0.0045546,-0.0132042,-0.0040075,19.5548358,19.4989378,19.4183949,19.4316848,19.5331629,19.217983,20.2651169,19.4413747,19.5266739,19.3930678,19.4822367,19.4245777,0,0,0,0.0223273,0.0173314,0.0752604,0.0002339,340.4538614,0
19.4355557,19.3068999,19.5291678,19.429915,19.4254137,19.3230584,19.4474229,19.2611851,19.4582978,19.3957544,19.4097548,19.3017088,19.4231159,19.3776271,19.4335999,19.3442787,19.4589479,19.4591848,19.1502242,19.0994933,19.5310041,19.4462026,19.6141073,19.5762158,19.5037399,19.466787,20.001129,19.910733,19.7635063,19.6929535,19.5365489,19.5275485,19.4038933,19.3899149,19.4434158,19.3742363,19.3969814,19.3247145,19.4070058,19.3679128,-0.0123563,-0.004554,-0.0132051,-0.0040065,19.5368758,19.4904506,19.4132231,19.4289479,19.5372113,19.2242232,20.2498229,19.445916,19.5189635,19.4130749,19.4578595,19.3993337,0,0,0,0.0222704,0.0173119,0.0753177,0.0002031,340.5538614,0
19.4554108,19.3630136,19.5042979,19.4363119,19.4332321,19.3500715,19.4597414,19.2813289,19.4513836,19.4040023,19.4182837,19.3230357,19.4042781,19.3900628,19.4219577,19.4150873,19.4624675,19.4432791,19.1152685,19.0884793,19.5010512,19.4745211,19.6105996,19.5980483,19.4931252,19.4902827,20.0030172,19.9351038,19.752138,19.7187562,19.543462,19.5503306,19.4209957,19.3942241,19.4777496,19.346262,19.3765904,19.3389166,19.3706345,19.4064103,-0.0123569,-0.0045539,-0.0132058,-0.0040067,19.5576755,19.5273589,19.45985,19.4569787,19.5893018,19.2266387,20.2784827,19.4695624,19.5415413,19.4204959,19.4775073,19.4010689,0,0,0,0.0223077,0.0173102,0.0753621,0.0002087,340.6538614,0
19.4422206,19.4073951,19.484683,19.5166604,19.3903961,19.40011,19.416603,19.2775148,19.4111858,19.4275326,19.3663749,19.330122,19.3763209,19.4319967,19.4096914,19.4577828,19.4433322,19.5281342,19.0994126,19.1446914,19.4608094,19.4645996,19.592903,19.611138,19.4775561,19.49319,19.9671849,19.9241157,19.7335697,19.6937938,19.4864125,19.5539175,19.3956798,19.4245835,19.44486,19.4097978,19.3721267,19.3834994,19.3419644,19.4090164,-0.0123572,-0.0045556,-0.0132031,-0.0040071,19.5494111,19.5067771,19.4331058,19.4384393,19.4928359,19.1937293,20.2789915,19.4397391,19.5121097,19.4066934,19.4786233,19.4045612,0,0,0,0.0223258,0.0173616,0.0751953,0.000222,340.7538614,0
19.4070394,19.3980364,19.4670721,19.4744155,19.4275104,19.3860498,19.4386672,19.2462639,19.4160421,19.4205435,19.3571661,19.3410538,19.3384138,19.3974111,19.4101358,19.4558582,19.420323,19.5221833,19.0868803,19.1584729,19.4809773,19.4646323,19.614811,19.5996548,19.4885733,19.479572,20.0033184,19.931382,19.7664069,19.7084033,19.5366879,19.5748194,19.3876847,19.4092445,19.4184024,19.424799,19.336187,19.3710178,19.3903034,19.3827217,-0.012357,-0.0045566,-0.0132047,-0.0040061,19.5594241,19.5099219,19.4208523,19.4491684,19.5633035,19.2320556,20.2637867,19.4672843,19.550075,19.4171863,19.4761391,19.4193185,0,0,0,0.0223156,0.0173928,0.0752957,0.0001892,340.8538614,0
19.4069146,19.4024132,19.5107987,19.5306948,19.4203077,19.3852436,19.4441532,19.298912,19.4317902,19.4391342,19.370472,19.3102865,19.3966814,19.4135026,19.428146,19.4423601,19.4527836,19.5394787,19.1154147,19.1182595,19.4912487,19.4893537,19.6414957,19.6123687,19.5107649,19.4882622,20.0032939,19.9273344,19.7853208,19.7221109,19.5693134,19.5662345,19.3821765,19.4402206,19.4364585,19.4355109,19.3954726,19.4125308,19.3845982,19.4044998,-0.0123575,-0.0045563,-0.0132074,-0.0040062,19.5730874,19.5167178,19.428834,19.4384007,19.537709,19.2507711,20.2758396,19.481661,19.5523362,19.4241864,19.4900996,19.4211066,0,0,0,0.0223445,0.0173848,0.0754637,0.0001924,340.9538614,0
19.3760377,19.3540024,19.4836093,19.4350468,19.4250968,19.3585209,19.4266577,19.2643481,19.43811,19.4397683,19.3859079,19.3131654,19.3827786,19.4102616,19.3943953,19.4263789,19.4249575,19.4647563,19.0950847,19.1394157,19.4751989,19.4936754,19.6189548,19.6255855,19.4889283,19.4927183,19.9739698,19.9455733,19.7576402,19.722128,19.5311047,19.5654473,19.3818628,19.4174009,19.4193425,19.3852261,19.3676931,19.3530028,19.3626392,19.3761445,-0.0123589,-0.0045551,-0.0132087,-0.0040062,19.5577182,19.5188747,19.4302806,19.4482131,19.5162638,19.2332179,20.2774798,19.4468636,19.5270929,19.4093606,19.4866552,19.42168,0,0,0,0.0224339,0.0173457,0.0755453,0.0001937,341.0538614,0
19.3882842,19.338527,19.444058,19.4473746,19.3753525,19.3400481,19.4231638,19.2445003,19.4650421,19.4212159,19.3835984,19.3326558,19.3304727,19.4070032,19.3956617,19.4108245,19.4387797,19.4539411,19.076136,19.1308994,19.4498695,19.4846918,19.6307736,19.6253271,19.4986185,19.5071458,19.9986432,19.962676,19.7631498,19.727638,19.5295631,19.5601164,19.4054347,19.3940625,19.4256557,19.380878,19.3372808,19.3346743,19.3866279,19.3852063,-0.0123575,-0.0045554,-0.0132085,-0.0040064,19.5727449,19.5310605,19.4289652,19.4570693,19.5178371,19.2362059,20.2818801,19.468053,19.5390266,19.4300629,19.4946242,19.4120577,0,0,0,0.0223431,0.0173549,0.0755297,0.0001988,341.1538614,0
19.3953048,19.3450744,19.4244608,19.4294358,19.3848954,19.3595434,19.4232812,19.2638144,19.4275252,19.4602172,19.3754232,19.3512554,19.3360938,19.4424736,19.4030746,19.4348206,19.4260551,19.4646695,19.0937101,19.1257143,19.4489521,19.472878,19.6265698,19.6021782,19.4832804,19.4621977,19.9881775,19.9228651,19.7590708,19.6979883,19.5069156,19.5756018,19.3965228,19.4050519,19.4112022,19.4097807,19.3427287,19.3500741,19.3763741,19.3896421,-0.0123576,-0.0045573,-0.0132086,-0.0040085,19.5489854,19.5125099,19.43268,19.4300561,19.497994,19.2145016,20.2670823,19.4656085,19.5207821,19.4089711,19.4759645,19.4082603,0,0,0,0.0223473,0.0174155,0.0755395,0.0002668,341.2538614,0
19.35786,19.3926891,19.4566866,19.4699523,19.4100166,19.408832,19.4525919,19.2817601,19.4512058,19.441493,19.4049737,19.3203863,19.345203,19.3890364,19.4269007,19.4463267,19.4607772,19.502468,19.0917127,19.145052,19.4614067,19.4730141,19.6230467,19.5965235,19.5003643,19.4681489,19.9712499,19.9317308,19.7378734,19.7023597,19.5404556,19.5411662,19.3886105,19.4525762,19.4074835,19.4302269,19.3650734,19.387582,19.3852456,19.3854825,-0.0123588,-0.004557,-0.0132102,-0.0040068,19.5290195,19.5126762,19.4297666,19.4298565,19.5550085,19.219111,20.275465,19.4446915,19.5257933,19.4139835,19.4754228,19.42346,0,0,0,0.0224252,0.017407,0.0756346,0.0002112,341.3538614,0
19.4087037,19.3831161,19.4538741,19.5078826,19.3889608,19.3965424,19.4267358,19.3101629,19.4409232,19.4624806,19.4068351,19.3516302,19.4004607,19.411122,19.4068222,19.4584673,19.4508867,19.5098698,19.0832509,19.1394359,19.469297,19.4880106,19.6241208,19.6089649,19.4943326,19.4805937,19.993513,19.9319878,19.7563598,19.7004859,19.4776185,19.5763876,19.3963612,19.4117609,19.4251419,19.4419621,19.3791795,19.3806011,19.3691861,19.3753464,-0.0123574,-0.004555,-0.0132089,-0.0040061,19.5608578,19.512777,19.3978841,19.4322879,19.4821846,19.2113825,20.2708282,19.4485826,19.5336719,19.4088338,19.4859747,19.4121506,0,0,0,0.0223367,0.0173423,0.075558,0.0001903,341.4538614,0
19.3535078,19.3546925,19.4615664,19.4684362,19.3736722,19.3836233,19.3850593,19.2632623,19.41582,19.4302714,19.3784253,19.3274822,19.3497391,19.4096827,19.367424,19.4323403,19.4223902,19.4475019,19.0834956,19.1396805,19.4138701,19.4749898,19.6300632,19.5947781,19.503119,19.4915123,19.9888629,19.9368031,19.7694627,19.717852,19.5081575,19.5972105,19.3939742,19.4155338,19.4413139,19.4019869,19.3304317,19.365263,19.3284135,19.3724854,-0.0123569,-0.0045563,-0.0132076,-0.0040062,19.5597921,19.5242648,19.4311705,19.4672322,19.5142377,19.2306714,20.2810875,19.4678893,19.536398,19.4376205,19.4784701,19.4215109,0,0,0,0.0223087,0.0173853,0.0754778,0.0001926,341.5538614,0
19.4094581,19.3871875,19.4350404,19.4746015,19.3805496,19.4021098,19.4080802,19.3038253,19.415144,19.4201192,19.3765692,19.3464778,19.3323872,19.3918591,19.359643,19.4409067,19.4411436,19.5304463,19.1153114,19.1653294,19.4477954,19.4802491,19.5947625,19.6132343,19.4990767,19.4751522,19.9908701,19.9123053,19.7347759,19.7075488,19.5034721,19.5359219,19.3881031,19.3937893,19.4179911,19.4175173,19.3518881,19.3980901,19.3442348,19.4077328,-0.0123588,-0.0045546,-0.0132079,-0.0040062,19.5364829,19.5085336,19.41591,19.4339525,19.4670323,19.1988847,20.2604871,19.4358103,19.5125978,19.4154737,19.4850353,19.3827786,0,0,0,0.0224251,0.0173307,0.0754962,0.0001924,341.6538614,0
19.3934287,19.3908226,19.4652745,19.493937,19.4186053,19.4060489,19.4147565,19.2977068,19.3965087,19.4329934,19.3789813,19.3209295,19.3872765,19.3995966,19.4175635,19.4289351,19.4256184,19.5225036,19.0798132,19.1618368,19.4954721,19.5013939,19.6246025,19.6236553,19.5118689,19.4879451,20.0103426,19.9417203,19.7559163,19.7111703,19.5188717,19.5465835,19.37626,19.4113247,19.4637602,19.4168539,19.349803,19.3607024,19.3678481,19.4033873,-0.012358,-0.004554,-0.01321,-0.0040067,19.5579754,19.5001828,19.4220092,19.4555178,19.4992095,19.2248903,20.2698803,19.4862073,19.5443441,19.419035,19.4726793,19.4166659,0,0,0,0.0223768,0.0173126,0.0756273,0.0002107,341.7538614,0
19.4245997,19.3691599,19.4982161,19.4508395,19.465053,19.3534656,19.4548142,19.2759259,19.4492375,19.4108588,19.4069594,19.3275854,19.3863175,19.4320423,19.4220032,19.4369283,19.4487732,19.4888069,19.1401471,19.1425176,19.5010386,19.5000911,19.6127235,19.6034877,19.4767733,19.4805633,19.9795896,19.9336818,19.7457438,19.7149659,19.5445423,19.5997244,19.4071506,19.4185225,19.4506534,19.4286217,19.411801,19.3094427,19.3905822,19.3678368,-0.0123574,-0.0045573,-0.0132107,-0.0040062,19.5459544,19.5172951,19.4279899,19.4303676,19.4859527,19.1924037,20.2930396,19.458313,19.5158825,19.4185222,19.4876109,19.4116517,0,0,0,0.0223358,0.0174147,0.0756693,0.0001946,341.8538614,0
19.443566,19.3964209,19.5139303,19.4876378,19.4528157,19.3973793,19.4543322,19.3117008,19.4786257,19.4295888,19.3946314,19.3446379,19.4045009,19.388864,19.420226,19.456235,19.451734,19.5145068,19.1636349,19.1818867,19.5029537,19.4802138,19.6167055,19.6233361,19.4921265,19.4854939,19.9897148,19.9312656,19.7499556,19.7118384,19.5546328,19.5752376,19.4677037,19.4200871,19.4684884,19.4142384,19.4154229,19.3756199,19.4184789,19.4300874,-0.0123568,-0.0045577,-0.0132092,-0.0040066,19.539383,19.5055122,19.4095712,19.4324077,19.483171,19.1750095,20.2735581,19.4619267,19.5307126,19.4129812,19.4746433,19.4184302,0,0,0,0.022303,0.0174292,0.0755769,0.0002055,341.9538614,0
19.3626417,19.3879935,19.4391468,19.4694691,19.4002934,19.3706774,19.4032726,19.2615735,19.4121594,19.426611,19.3426174,19.3336132,19.3359796,19.3779184,19.4121229,19.3841662,19.4180457,19.4992993,19.0551963,19.1284532,19.4102307,19.4455298,19.6234326,19.6004618,19.4739833,19.492223,19.9810869,19.9470115,19.7548176,19.6982331,19.5050699,19.5387039,19.408655,19.3849628,19.3613676,19.400698,19.32156,19.3767685,19.3364535,19.3952141,-0.0123544,-0.0045573,-0.0132091,-0.0040068,19.5632666,19.5338978,19.4078752,19.4443524,19.4810784,19.2017441,20.2853324,19.4363043,19.5149427,19.4220834,19.4813153,19.4031303,0,0,0,0.0221508,0.0174167,0.0755671,0.000214,342.0538614,0
19.4158709,19.3772526,19.463497,19.4658659,19.361387,19.3734708,19.4365106,19.2400774,19.3952591,19.4431151,19.4130567,19.3550092,19.3525026,19.4328199,19.3962839,19.443666,19.4394018,19.5111772,19.1266399,19.1498712,19.4520091,19.4671701,19.6059234,19.6201322,19.4721031,19.4794465,19.9694921,19.9382556,19.7425069,19.6982331,19.5120637,19.5895117,19.3910106,19.4383932,19.4433417,19.4374192,19.3604199,19.3341187,19.3619803,19.3814089,-0.0123558,-0.0045579,-0.013207,-0.004006,19.5436363,19.5130819,19.4034013,19.4479287,19.4881765,19.2182216,20.2748141,19.4668913,19.5109389,19.4050485,19.4725425,19.3988886,0,0,0,0.0222393,0.0174338,0.0754397,0.0001889,342.1538614,0
19.4170762,19.3952798,19.4711527,19.4664149,19.3932111,19.3818386,19.4499453,19.3092083,19.4270264,19.4573495,19.4350207,19.3388282,19.3392222,19.3949024,19.4070667,19.4144111,19.4418922,19.5041926,19.1293938,19.158077,19.4476542,19.5130331,19.6167871,19.5687121,19.5012092,19.4436465,19.9941161,19.9157885,19.7714041,19.6937495,19.5084614,19.5447004,19.4350273,19.4196283,19.4629849,19.4160786,19.3627703,19.3961776,19.3489371,19.416462,-0.0123574,-0.0045567,-0.013206,-0.0040061,19.5496508,19.4980158,19.4034947,19.4180479,19.4989731,19.2380601,20.2610281,19.4681691,19.5412256,19.4062022,19.4577559,19.4291826,0,0,0,0.0223367,0.0173961,0.0753735,0.0001919,342.2538614,0
19.3424754,19.357166,19.4883204,19.4831091,19.4390476,19.3878742,19.463814,19.2766348,19.4313231,19.4630673,19.3946375,19.3609932,19.3877947,19.405327,19.4195515,19.4065212,19.4688263,19.5088583,19.1243449,19.1724657,19.4809848,19.490223,19.6146929,19.5682755,19.4957983,19.4621613,20.0027812,19.9145154,19.760898,19.6882139,19.5193318,19.5444383,19.4008867,19.3783788,19.4605213,19.3944244,19.3837627,19.3543826,19.357704,19.4043793,-0.0123572,-0.0045565,-0.0132046,-0.0040062,19.5716339,19.5126586,19.4020303,19.4246437,19.4962379,19.2316554,20.2662252,19.484471,19.5423722,19.3846045,19.4732608,19.4260651,0,0,0,0.0223251,0.0173919,0.0752886,0.0001928,342.3538614,0
19.3977215,19.4069613,19.4217525,19.5065584,19.3667862,19.3781591,19.4084271,19.2672035,19.4116996,19.4318369,19.3762053,19.3418488,19.3441436,19.4505216,19.3965672,19.4517669,19.4505824,19.4901422,19.1194272,19.1545112,19.4535665,19.5168128,19.593565,19.621746,19.4808239,19.4782182,19.9723493,19.9299905,19.7373161,19.7063009,19.4976264,19.5473667,19.4265597,19.4192155,19.4075611,19.4577848,19.334585,19.3618339,19.3668902,19.3865556,-0.0123571,-0.004557,-0.0132079,-0.0040062,19.555194,19.5113762,19.4310724,19.4377497,19.4904161,19.202713,20.2808601,19.4632903,19.5149732,19.4183234,19.458437,19.3723603,0,0,0,0.0223179,0.0174065,0.0754968,0.0001947,342.4538614,0
19.3974691,19.3631141,19.4259649,19.4344935,19.3695775,19.3461202,19.4408415,19.274982,19.4244774,19.4671189,19.3934591,19.3110022,19.3330145,19.3834831,19.3873955,19.388817,19.445439,19.4688912,19.0805547,19.1381623,19.4329639,19.4618652,19.6305375,19.6134873,19.5040672,19.4749315,20.0047516,19.9219293,19.7538733,19.6972888,19.525631,19.5476582,19.419744,19.3756766,19.4219767,19.3644042,19.3267294,19.3331272,19.3488902,19.3436773,-0.012356,-0.0045585,-0.013208,-0.0040062,19.5680765,19.5117063,19.411739,19.4204937,19.5012663,19.1846005,20.2821807,19.4664631,19.5064842,19.4238105,19.4773419,19.4178877,0,0,0,0.0222524,0.0174522,0.0754974,0.0001928,342.5538614,0
19.4145802,19.3562959,19.4855812,19.4374926,19.3870299,19.3789743,19.4077034,19.2925477,19.4318746,19.4084204,19.3991743,19.33141,19.3649021,19.3952293,19.395714,19.407323,19.4331463,19.4999484,19.1154904,19.1356405,19.4524753,19.4773485,19.6117554,19.6119922,19.4772261,19.4876488,19.9748999,19.9429538,19.7517052,19.7034073,19.5244373,19.5308324,19.386092,19.3789841,19.4367199,19.3741736,19.3523751,19.3483471,19.376512,19.3824353,-0.0123579,-0.0045589,-0.0132071,-0.0040061,19.540124,19.5282813,19.4074694,19.43418,19.4949096,19.17763,20.289415,19.4536659,19.545985,19.4064615,19.4780914,19.4175965,0,0,0,0.022368,0.0174664,0.0754458,0.0001902,342.6538614,0
19.3786714,19.3218043,19.4399639,19.4153257,19.4724182,19.3492223,19.4270596,19.2438946,19.4236862,19.4180003,19.4088174,19.3270742,19.3405375,19.3739463,19.4234449,19.3590013,19.4260509,19.4490304,19.0631137,19.1060253,19.4605472,19.4707334,19.6182309,19.6272296,19.4964948,19.4955473,20.0026445,19.9614716,19.760051,19.7231184,19.5454603,19.4715582,19.3940906,19.3950383,19.4057605,19.3074293,19.3706954,19.3057705,19.3585454,19.3767895,-0.0123585,-0.004556,-0.0132048,-0.0040062,19.5591094,19.5297403,19.4501503,19.4607587,19.4986459,19.2734101,20.3088334,19.4586784,19.5446101,19.4316203,19.4953297,19.4197749,0,0,0,0.0224059,0.0173741,0.0753005,0.0001927,342.7538614,0
19.3591245,19.3899258,19.4660381,19.4897263,19.508439,19.4354787,19.4243586,19.2938039,19.4145654,19.3903997,19.33314,19.2964106,19.3604181,19.4082777,19.4129846,19.4470989,19.4366754,19.5536903,19.0951653,19.1333329,19.4719632,19.4762271,19.5997817,19.6104384,19.4858577,19.4751981,19.9714429,19.9470693,19.7371195,19.7120234,19.5284371,19.5329373,19.3896192,19.4429244,19.3975744,19.4385601,19.3679583,19.3471073,19.3708434,19.3829269,-0.0123571,-0.004557,-0.0132023,-0.0040061,19.5426235,19.5092267,19.4256058,19.4502362,19.4816446,19.2305972,20.2876347,19.4587716,19.5201151,19.4116207,19.4724062,19.4004856,0,0,0,0.0223199,0.0174061,0.0751415,0.0001912,342.8538614,0
19.4133004,19.4071406,19.4309712,19.4996686,19.3705565,19.4049109,19.4216352,19.2683295,19.4050083,19.4173279,19.3917836,19.3098004,19.3405209,19.4198927,19.3884283,19.4478931,19.4516834,19.5142193,19.1132357,19.1727355,19.4405095,19.4514067,19.616468,19.6039168,19.5082329,19.489757,19.9971126,19.9187855,19.7556999,19.7021936,19.5097779,19.5635431,19.4053087,19.431369,19.4326527,19.4238872,19.3355119,19.3817156,19.3516575,19.4132592,-0.0123571,-0.0045578,-0.0132028,-0.0040069,19.5813669,19.5020225,19.4044224,19.4416007,19.4857787,19.2697491,20.291702,19.4735974,19.5422721,19.3972984,19.463038,19.4105658,0,0,0,0.0223169,0.0174321,0.0751749,0.0002159,342.9538614,0
19.4230573,19.3870458,19.5024299,19.5059829,19.4666614,19.4008022,19.4532028,19.3003814,19.4500642,19.4559865,19.386394,19.3724151,19.3665366,19.431453,19.4304611,19.4536772,19.4276182,19.5140811,19.1241305,19.1663254,19.5286179,19.4779281,19.6181493,19.5743374,19.5009137,19.4445353,19.9948987,19.9073414,19.7584564,19.6729859,19.5474981,19.5643138,19.4117657,19.443985,19.4399739,19.4319193,19.3793235,19.3944869,19.3800419,19.4101311,-0.0123575,-0.0045572,-0.0132046,-0.004008,19.551586,19.4914238,19.3966645,19.4158843,19.4923505,19.2537722,20.2778883,19.4767374,19.5198773,19.3929032,19.4369187,19.3938509,0,0,0,0.0223455,0.0174118,0.0752871,0.00025,343.0538614,0
19.4048593,19.3527344,19.4811266,19.4264043,19.4290102,19.3467966,19.4225903,19.282556,19.4174158,19.4249969,19.3977142,19.3484318,19.3876553,19.4198762,19.4248546,19.4286451,19.4089815,19.4556516,19.1198861,19.1393249,19.4670541,19.4862415,19.6082707,19.5976139,19.5042973,19.4794256,20.0022936,19.904088,19.7566224,19.6815698,19.4872827,19.5675768,19.4038948,19.3970241,19.4165941,19.390533,19.390533,19.312815,19.3575646,19.3710701,-0.0123579,-0.004557,-0.0132055,-0.0040067,19.576192,19.5297707,19.4120391,19.4460251,19.5057908,19.2597385,20.295665,19.4790811,19.5384059,19.4100153,19.4657586,19.429442,0,0,0,0.0223691,0.0174076,0.0753409,0.0002098,343.1538614,0
19.4681269,19.3525122,19.5251831,19.4354056,19.4226127,19.3233372,19.450468,19.2535667,19.438989,19.418852,19.410431,19.3137596,19.3879973,19.3898927,19.4405703,19.4211441,19.4490986,19.4218548,19.1139898,19.143385,19.4995367,19.4805867,19.6134583,19.6269564,19.4959846,19.4893522,19.9698388,19.9442819,19.7523236,19.7184683,19.5421636,19.5438215,19.4225398,19.402639,19.4595794,19.3408822,19.4323362,19.3183713,19.3872865,19.3441638,-0.0123587,-0.004557,-0.0132038,-0.0040069,19.5481441,19.5355911,19.4349182,19.4717084,19.4861994,19.2533796,20.3841351,19.4623982,19.5190829,19.4338054,19.4937794,19.4117729,0,0,0,0.0224172,0.0174071,0.0752399,0.0002168,343.2538614,0
19.3889479,19.3567248,19.4437724,19.4345332,19.417239,19.3513728,19.4542807,19.2448202,19.40956,19.4394104,19.3678067,19.3287105,19.3606042,19.3923532,19.4085666,19.4220707,19.4469455,19.4445765,19.1199542,19.1337036,19.4794401,19.4908102,19.6239596,19.6156713,19.4868282,19.4771161,19.9973247,19.9201809,19.7348418,19.6758871,19.5396109,19.5585585,19.395821,19.4230663,19.4114541,19.374257,19.3536433,19.3112283,19.3916424,19.3802699,-0.0123574,-0.004557,-0.0132038,-0.0040062,19.5578346,19.5116484,19.4389255,19.4606735,19.4980124,19.2499555,20.2568168,19.4500597,19.5232082,19.4249017,19.4762198,19.4099763,0,0,0,0.0223399,0.0174074,0.0752378,0.000193,343.3538614,0
19.4055841,19.4340134,19.4549573,19.5186771,19.3935981,19.3950196,19.4502834,19.2865601,19.3994242,19.4456215,19.3635717,19.3121531,19.3908936,19.436618,19.4182481,19.467523,19.4608902,19.5437942,19.1081841,19.216749,19.4679159,19.4937358,19.6132282,19.6262527,19.5012025,19.4810682,19.9884303,19.9361339,19.743462,19.7231014,19.5348897,19.5656795,19.4031813,19.4593278,19.3898564,19.4578491,19.3531314,19.4175759,19.3809427,19.4072412,-0.012357,-0.0045571,-0.0132068,-0.0040061,19.5620499,19.5213119,19.4104487,19.4613541,19.468709,19.2540543,20.3027626,19.4502488,19.5380999,19.4168167,19.497845,19.4134999,0,0,0,0.0223098,0.0174086,0.0754242,0.0001917,343.4538614,0
19.39165,19.403733,19.4428322,19.4634419,19.3900008,19.3963977,19.4238292,19.2738419,19.4113144,19.4153419,19.3484862,19.3010944,19.336703,19.3883559,19.3803803,19.4677995,19.4102326,19.4976463,19.0671366,19.1446585,19.4524854,19.4536698,19.6256604,19.6093205,19.5046367,19.485687,19.9760014,19.9511547,19.7452315,19.7163476,19.5066165,19.5366976,19.3914852,19.4189676,19.3803717,19.4227803,19.3474371,19.3903226,19.3788787,19.3957005,-0.0123585,-0.004557,-0.0132055,-0.0040061,19.5534632,19.5167511,19.4198647,19.4658083,19.5001908,19.2550972,20.2957634,19.457532,19.5226578,19.4250619,19.4959271,19.4252988,0,0,0,0.0224075,0.0174048,0.075344,0.0001916,343.5538614,0
19.4042526,19.3852987,19.4423647,19.444023,19.3705788,19.3755544,19.4056989,19.2798786,19.4236795,19.4286545,19.3820065,19.3142396,19.3422783,19.3790041,19.3843078,19.4279006,19.4143968,19.5129423,19.1120907,19.161635,19.4573693,19.4680293,19.6103946,19.6174989,19.4881826,19.5135277,19.981845,19.9468231,19.7408979,19.7269296,19.5051207,19.5008571,19.4260003,19.4222098,19.4018636,19.3990206,19.3445255,19.3874113,19.3572059,19.3735546,-0.0123602,-0.0045577,-0.0132073,-0.0040061,19.5545491,19.5405752,19.3982071,19.4595886,19.47943,19.2348027,20.3405407,19.4621715,19.532782,19.4148142,19.4862995,19.4150511,0,0,0,0.0225133,0.0174284,0.0754538,0.0001917,343.6538614,0
19.4052962,19.3614643,19.4097902,19.4576448,19.3635894,19.3541117,19.4210182,19.2707931,19.3993732,19.4294612,19.3693689,19.3065766,19.3508401,19.430447,19.4020805,19.4525416,19.447093,19.4672288,19.1038361,19.1370249,19.4330117,19.4931814,19.6169511,19.6093731,19.4916615,19.4611038,19.9845424,19.9159163,19.7435967,19.7085569,19.4812895,19.5701109,19.4002698,19.4459932,19.40613,19.3788837,19.3123013,19.3480816,19.3657674,19.3619764,-0.0123583,-0.0045579,-0.0132065,-0.0040061,19.5447604,19.500231,19.4173192,19.4325518,19.4885539,19.2578598,20.2363252,19.4556974,19.5258827,19.4159682,19.4568115,19.4124145,0,0,0,0.0223916,0.0174349,0.0754057,0.0001903,343.7538614,0
